input_id,round_id,fc1_min_abs_diff,fc1_max_abs_diff,fc1_mean_abs_diff,fc2_min_abs_diff,fc2_max_abs_diff,fc2_mean_abs_diff,fc3_min_abs_diff,fc3_max_abs_diff,fc3_mean_abs_diff,real_input,pred_input
21,1,0.0035467147827148438,0.30167463421821594,0.09637607634067535,0.0030800700187683105,0.18649554252624512,0.054852746427059174,0.003742232918739319,0.005254149436950684,0.004667247179895639,"[-1.2018861770629883, 1.4903159141540527, -0.1760779321193695]","[-0.4794398248195648, -0.521213710308075, 0.060736916959285736, 0.3144342005252838]"
21,2,0.0009055137634277344,0.2533787488937378,0.10533124208450317,0.005219355225563049,0.12841719388961792,0.04627058282494545,0.0007817447185516357,0.0011152029037475586,0.0009885132312774658,"[-1.2018861770629883, 1.4903159141540527, -0.1760779321193695]","[0.1025601252913475, -0.2657305896282196, -0.012726427055895329, 0.3096938133239746]"
21,3,0.0010723769664764404,0.24867646396160126,0.095352903008461,0.0071236491203308105,0.11398617923259735,0.04377184808254242,0.0007788687944412231,0.0011200904846191406,0.000985845923423767,"[-1.2018861770629883, 1.4903159141540527, -0.1760779321193695]","[-0.004208110738545656, -0.32103174924850464, -0.04728193208575249, 0.3477972149848938]"
22,1,0.011985540390014648,0.7329732179641724,0.32798534631729126,0.008740603923797607,0.3840487003326416,0.1358916163444519,0.0007305145263671875,0.0012583136558532715,0.000975747883785516,"[-3.45902419090271, 0.5540198683738708, 3.735029697418213]","[1.126678705215454, -0.34814196825027466, 2.2271084785461426, 1.1812673807144165]"
22,2,0.008826494216918945,0.5274860858917236,0.20729899406433105,0.0026282072067260742,0.23440897464752197,0.08840958774089813,0.011917591094970703,0.01822763681411743,0.015017688274383545,"[-3.45902419090271, 0.5540198683738708, 3.735029697418213]","[2.22394061088562, -0.07717546820640564, 0.9526444673538208, 1.8137011528015137]"
22,3,0.01615723967552185,0.8999694585800171,0.33529210090637207,0.008705615997314453,0.4249972105026245,0.13670751452445984,0.012237071990966797,0.019175946712493896,0.015740692615509033,"[-3.45902419090271, 0.5540198683738708, 3.735029697418213]","[1.3528121709823608, -0.4585564434528351, 0.79812091588974, 2.1603989601135254]"
23,1,0.0025758296251296997,0.4785471260547638,0.18546798825263977,0.0007638931274414062,0.2970044016838074,0.09224928915500641,0.0008546113967895508,0.001175522804260254,0.0009902318706735969,"[-1.2248872518539429, 1.159656047821045, 0.2848206162452698]","[-0.9203158020973206, -0.41708263754844666, 0.5597379207611084, 0.4444693326950073]"
23,2,0.00018510222434997559,0.411880761384964,0.14156588912010193,0.00021860003471374512,0.29069676995277405,0.07137666642665863,0.000840306282043457,0.001162409782409668,0.0009899139404296875,"[-1.2248872518539429, 1.159656047821045, 0.2848206162452698]","[0.2311105728149414, 0.08808834105730057, 0.7067839503288269, 0.0898769199848175]"
23,3,0.0017252862453460693,0.3306681513786316,0.1230659931898117,0.0038274526596069336,0.14585524797439575,0.05986907705664635,0.0008783340454101562,0.0011126995086669922,0.0009938478469848633,"[-1.2248872518539429, 1.159656047821045, 0.2848206162452698]","[-0.03234230354428291, -0.089164137840271, 0.059358011931180954, 0.6492103934288025]"
24,1,0.009371638298034668,0.426154226064682,0.1526867002248764,0.00043258070945739746,0.1666109561920166,0.06217990070581436,0.0051822662353515625,0.007455110549926758,0.006572246551513672,"[3.3129937648773193, -1.3555468320846558, -2.9090099334716797]","[-1.2252517938613892, 0.6777709126472473, -1.6871380805969238, -0.8703768849372864]"
24,2,0.0014165639877319336,0.2039334774017334,0.07399539649486542,0.0005846321582794189,0.08157706260681152,0.029155628755688667,0.0028557777404785156,0.004047870635986328,0.0035708348732441664,"[3.3129937648773193, -1.3555468320846558, -2.9090099334716797]","[-1.019074559211731, 0.8469744324684143, -1.518571138381958, -1.0947730541229248]"
24,3,0.003096461296081543,0.6227222681045532,0.20230302214622498,0.0023692846298217773,0.236290842294693,0.09075436741113663,0.0006003379821777344,0.0011714696884155273,0.0009642044897191226,"[3.3129937648773193, -1.3555468320846558, -2.9090099334716797]","[-0.3428035080432892, 1.6626195907592773, -0.9667925834655762, -1.5731319189071655]"
25,1,0.002755880355834961,0.18260127305984497,0.05657673627138138,0.0017925500869750977,0.08717745542526245,0.022899745032191277,0.0007658004760742188,0.0012279748916625977,0.0009816884994506836,"[-3.8983590602874756, 0.8012809753417969, 3.880209445953369]","[2.0965616703033447, -0.6906505227088928, 1.6595258712768555, 1.2004718780517578]"
25,2,0.001155853271484375,0.5859823822975159,0.24979200959205627,0.00456218421459198,0.3217232823371887,0.10393983870744705,0.0007534027099609375,0.001214146614074707,0.0009811321506276727,"[-3.8983590602874756, 0.8012809753417969, 3.880209445953369]","[1.5481061935424805, -0.7007635831832886, 2.245120048522949, 0.9918717741966248]"
25,3,0.0015152692794799805,0.4473199248313904,0.17365270853042603,0.0017480254173278809,0.19665414094924927,0.0717933177947998,0.0019855499267578125,0.003222227096557617,0.002587477443739772,"[-3.8983590602874756, 0.8012809753417969, 3.880209445953369]","[1.7077417373657227, -0.7376079559326172, 1.935464859008789, 1.1653075218200684]"
26,1,0.061521708965301514,1.6200997829437256,0.7482866048812866,0.008306562900543213,1.5262521505355835,0.5134995579719543,0.0005759298801422119,0.001255035400390625,0.0009545187349431217,"[-1.4354616403579712, 1.900138020515442, -0.3900139629840851]","[-2.0988025665283203, -1.6497665643692017, 1.8917310237884521, -0.7639939188957214]"
26,2,0.00441211462020874,0.1416037380695343,0.05852235108613968,0.00012163817882537842,0.08653414249420166,0.030165979638695717,0.0009194016456604004,0.0010755062103271484,0.0009944239864125848,"[-1.4354616403579712, 1.900138020515442, -0.3900139629840851]","[0.013121015392243862, -0.8038736581802368, 0.4024854004383087, -0.42136111855506897]"
26,3,0.006932854652404785,1.0413472652435303,0.4262198805809021,0.004209212958812714,0.6835895776748657,0.23254229128360748,0.006461679935455322,0.007246971130371094,0.006744126323610544,"[-1.4354616403579712, 1.900138020515442, -0.3900139629840851]","[0.4119265079498291, -0.7417641878128052, 1.5524673461914062, -1.538030743598938]"
27,1,0.0018601417541503906,0.145377516746521,0.053366243839263916,0.0008792877197265625,0.058603107929229736,0.024148831143975258,0.0023996829986572266,0.003921031951904297,0.003364483593031764,"[3.0367839336395264, -1.1464937925338745, -2.805798292160034]","[-0.596713125705719, 0.9410804510116577, -1.3346601724624634, -1.314073085784912]"
27,2,0.0008513927459716797,0.2764103412628174,0.08911948651075363,0.0019725561141967773,0.09605103731155396,0.03770453855395317,4.2438507080078125e-05,0.0013267993927001953,0.0008229414816014469,"[3.0367839336395264, -1.1464937925338745, -2.805798292160034]","[-0.9989397525787354, 0.49701887369155884, -1.4766292572021484, -1.124019742012024]"
27,3,0.001391768455505371,0.3094642162322998,0.0979277640581131,0.0010471343994140625,0.09966737031936646,0.04163435101509094,0.0007255077362060547,0.0011099576950073242,0.0009811321506276727,"[3.0367839336395264, -1.1464937925338745, -2.805798292160034]","[-1.0341109037399292, 0.44845935702323914, -1.4511159658432007, -1.145858645439148]"
28,1,0.004110932350158691,1.067885160446167,0.33143818378448486,0.014805078506469727,0.4333650469779968,0.1662815809249878,0.0008907318115234375,0.0011219978332519531,0.000991860986687243,"[3.3514280319213867, -1.3906553983688354, -2.9238193035125732]","[-2.103243112564087, 0.2760055363178253, -1.2176223993301392, -0.737450361251831]"
28,2,0.0006383657455444336,0.118186354637146,0.036857493221759796,9.551644325256348e-06,0.044947683811187744,0.0180568378418684,0.0008108615875244141,0.0012271404266357422,0.0010797580471262336,"[3.3514280319213867, -1.3906553983688354, -2.9238193035125732]","[-1.1077814102172852, 0.8679813742637634, -1.393364429473877, -1.1455882787704468]"
28,3,0.0013605356216430664,0.5056538581848145,0.1517246663570404,0.0014033317565917969,0.16626667976379395,0.07070092856884003,0.0009043216705322266,0.0011370182037353516,0.0009929736843332648,"[3.3514280319213867, -1.3906553983688354, -2.9238193035125732]","[-1.4816654920578003, 0.5671588182449341, -1.5280436277389526, -0.8793288469314575]"
