model,data_idx,layer,neuron_idx,activation,layer_type
model2,163,features.6,111423,0.0,8-maxpool
model2,163,features.6,136902,0.0,8-maxpool
model2,163,features.7,130774,0.0,9-other
model2,163,features.7,157791,0.0,9-other
model2,163,features.7,196911,0.0,9-other
model2,163,features.7,30099,0.0,9-other
model2,163,features.7,100807,0.0,9-other
model2,163,features.7,57374,0.022460071,9-other
model2,163,features.7,73237,0.0,9-other
model2,163,features.7,159458,0.0,9-other
model2,163,features.7,198788,0.0,9-other
model2,163,features.7,132972,0.0,9-other
model2,163,features.7,132417,0.0,9-other
model2,163,features.7,72809,0.0,9-other
model2,163,features.7,198731,0.0,9-other
model2,163,features.7,35896,0.0,9-other
model2,163,features.7,82279,0.0,9-other
model2,163,features.8,11636,0.0,10-conv
model2,163,features.8,44594,0.0,10-conv
model2,163,features.8,67800,0.0,10-conv
model2,163,features.8,211904,0.0,10-conv
model2,163,features.8,268816,0.0,10-conv
model2,163,features.8,389484,0.0,10-conv
model2,163,features.8,18930,0.0,10-conv
model2,163,features.8,56434,0.0,10-conv
model2,163,features.8,91683,0.0,10-conv
model2,163,features.8,314249,0.0,10-conv
model2,163,features.8,239663,0.0,10-conv
model2,163,features.8,164403,0.0,10-conv
model2,163,features.8,306286,0.0,10-conv
model2,163,features.8,278232,0.0,10-conv
model2,163,features.8,274986,0.0,10-conv
model2,163,features.9,299869,0.0,11-relu
model2,163,features.9,236972,0.0,11-relu
model2,163,features.9,24733,0.0,11-relu
model2,163,features.9,253744,0.0,11-relu
model2,163,features.9,235560,0.0,11-relu
model2,163,features.9,381443,0.0,11-relu
model2,163,features.9,349917,0.0,11-relu
model2,163,features.9,152257,0.0,11-relu
model2,163,features.9,267833,0.0,11-relu
model2,163,features.9,395628,0.0,11-relu
model2,163,features.9,331628,0.0,11-relu
model2,163,features.9,392452,0.0,11-relu
model2,163,features.9,118595,0.0,11-relu
model2,163,features.9,242202,0.0,11-relu
model2,163,features.9,77470,0.0,11-relu
model2,163,features.10,48268,0.12149286,12-maxpool
model2,163,features.10,73366,0.0,12-maxpool
model2,163,features.10,52372,0.0,12-maxpool
model2,163,features.10,41539,0.0,12-maxpool
model2,163,features.10,38149,0.0,12-maxpool
model2,163,features.10,47506,0.0,12-maxpool
model2,163,features.10,93485,0.046448447,12-maxpool
model2,163,features.10,4110,0.0,12-maxpool
model2,163,features.10,94944,0.0,12-maxpool
model2,163,features.10,12070,0.0,12-maxpool
model2,163,features.10,72182,0.0,12-maxpool
model2,163,features.10,46299,0.0,12-maxpool
model2,163,features.10,29250,0.08045679,12-maxpool
model2,163,features.10,92647,0.0,12-maxpool
model2,163,features.10,15376,0.0,12-maxpool
model2,163,features.11,29300,0.0,13-other
model2,163,features.11,16170,0.0,13-other
model2,163,features.11,68108,0.0,13-other
model2,163,features.11,18576,0.0,13-other
model2,163,features.11,80866,0.0,13-other
model2,163,features.11,8084,0.0,13-other
model2,163,features.11,58841,0.0,13-other
model2,163,features.11,3709,0.0,13-other
model2,163,features.11,43767,0.0,13-other
model2,163,features.11,16117,0.0,13-other
model2,163,features.11,62506,0.0,13-other
model2,163,features.11,24214,0.0,13-other
model2,163,features.11,1683,0.0,13-other
model2,163,features.11,54277,0.03326986,13-other
model2,163,features.11,90591,0.0,13-other
model2,163,classifier,0,0.87606555,14-other
model2,163,classifier.0,11745,0.0,15-flatten
model2,163,classifier.0,72604,0.0,15-flatten
model2,163,classifier.0,74270,0.0,15-flatten
model2,163,classifier.0,29865,0.0,15-flatten
model2,163,classifier.0,48843,0.0,15-flatten
model2,163,classifier.0,77288,0.0,15-flatten
model2,163,classifier.0,57540,0.0,15-flatten
model2,163,classifier.0,72197,0.0,15-flatten
model2,163,classifier.0,46890,0.0,15-flatten
model2,163,classifier.0,79850,0.18145028,15-flatten
model2,163,classifier.0,17412,0.0,15-flatten
model2,163,classifier.0,80822,0.0,15-flatten
model2,163,classifier.0,86899,0.0,15-flatten
model2,163,classifier.0,8409,0.0,15-flatten
model2,163,classifier.0,19495,0.0,15-flatten
model2,163,classifier.1,242,0.0,16-linear
model2,163,classifier.1,397,2.567664,16-linear
model2,163,classifier.1,361,0.0,16-linear
model2,163,classifier.1,390,0.0,16-linear
model2,163,classifier.1,41,0.0,16-linear
model2,163,classifier.1,173,0.0,16-linear
model2,163,classifier.1,365,0.0,16-linear
model2,163,classifier.1,127,0.0,16-linear
model2,163,classifier.1,345,0.0,16-linear
model2,163,classifier.1,276,0.0,16-linear
model2,163,classifier.1,73,0.0,16-linear
model2,163,classifier.1,79,0.0,16-linear
model2,163,classifier.1,359,0.0,16-linear
model2,163,classifier.1,258,0.0,16-linear
model2,163,classifier.1,414,0.0,16-linear
model2,163,classifier.2,150,0.0,17-relu
model2,163,classifier.2,420,0.0,17-relu
model2,163,classifier.2,268,0.76182735,17-relu
model2,163,classifier.2,431,0.0,17-relu
model2,163,classifier.2,303,0.0,17-relu
model2,163,classifier.2,213,0.0,17-relu
model2,163,classifier.2,300,0.9122587,17-relu
model2,163,classifier.2,116,0.0,17-relu
model2,163,classifier.2,75,0.0,17-relu
model2,163,classifier.2,95,0.0,17-relu
model2,163,classifier.2,73,0.0,17-relu
model2,163,classifier.2,137,0.0,17-relu
model2,163,classifier.2,304,0.0,17-relu
model2,163,classifier.2,479,0.0,17-relu
model2,163,classifier.2,337,0.0,17-relu
model2,163,classifier.3,264,0.0,18-dropout
model2,163,classifier.3,17,0.0,18-dropout
model2,163,classifier.3,33,0.0,18-dropout
model2,163,classifier.3,446,0.0,18-dropout
model2,163,classifier.3,134,0.0,18-dropout
model2,163,classifier.3,500,0.0,18-dropout
model2,163,classifier.3,468,0.0,18-dropout
model2,163,classifier.3,364,0.0,18-dropout
model2,163,classifier.3,244,0.0,18-dropout
model2,163,classifier.3,419,0.0,18-dropout
model2,163,classifier.3,237,0.0,18-dropout
model2,163,classifier.3,464,0.3913772,18-dropout
model2,163,classifier.3,445,0.0,18-dropout
model2,163,classifier.3,239,0.0,18-dropout
model2,163,classifier.3,215,0.0,18-dropout
model2,163,classifier.4,0,1.9556882,19-linear
model2,163,classifier.5,0,0.87606555,20-sigmoid
