model,data_idx,layer,neuron_idx,activation,layer_type
model1,146,,0,0.44750968,0-other
model1,146,features,41313,0.0,1-other
model1,146,features,15957,0.0,1-other
model1,146,features.0,102311,0.0,2-conv
model1,146,features.0,451693,0.0,2-conv
model1,146,features.1,350832,0.0,3-relu
model1,146,features.1,1398836,0.0,3-relu
model1,146,features.2,150382,0.0,4-maxpool
model1,146,features.2,283149,0.0,4-maxpool
model1,146,features.3,94962,0.0,5-other
model1,146,features.3,38937,0.0,5-other
model1,146,features.4,328522,0.15918933,6-conv
model1,146,features.4,606642,0.0,6-conv
model1,146,features.5,523601,0.0,7-relu
model1,146,features.5,259640,0.11032826,7-relu
model1,146,features.6,64181,0.09690567,8-maxpool
model1,146,features.6,138405,0.0,8-maxpool
model1,146,features.7,166479,0.0,9-other
model1,146,features.7,46245,0.0,9-other
model1,146,features.8,75181,0.0,10-conv
model1,146,features.8,166688,0.0,10-conv
model1,146,features.9,255616,0.0,11-relu
model1,146,features.9,252604,0.0,11-relu
model1,146,features.10,17459,0.0,12-maxpool
model1,146,features.10,42843,0.0,12-maxpool
model1,146,features.11,30007,0.0,13-other
model1,146,features.11,580,0.0,13-other
model1,146,classifier,0,0.44750968,14-other
model1,146,classifier.0,7868,0.0,15-flatten
model1,146,classifier.0,28577,0.0,15-flatten
model1,146,classifier.1,339,0.07351899,16-linear
model1,146,classifier.1,75,0.0,16-linear
model1,146,classifier.2,475,0.0,17-relu
model1,146,classifier.2,25,0.0,17-relu
model1,146,classifier.3,432,0.0,18-dropout
model1,146,classifier.3,58,0.0,18-dropout
model1,146,classifier.4,0,-0.21073774,19-linear
model1,146,classifier.5,0,0.44750968,20-sigmoid
