model,data_idx,layer,neuron_idx,activation,layer_type
model1,162,features.9,348968,0.0,11-relu
model1,162,features.9,225552,0.0,11-relu
model1,162,features.9,69462,0.0,11-relu
model1,162,features.9,230731,0.0,11-relu
model1,162,features.9,95723,0.0,11-relu
model1,162,features.9,41756,0.0,11-relu
model1,162,features.9,111655,0.0,11-relu
model1,162,features.9,126005,0.0,11-relu
model1,162,features.9,325143,0.0,11-relu
model1,162,features.9,369640,0.0,11-relu
model1,162,features.9,265204,0.0,11-relu
model1,162,features.9,212270,0.0,11-relu
model1,162,features.9,280364,0.0,11-relu
model1,162,features.9,115149,0.0,11-relu
model1,162,features.10,95857,0.0,12-maxpool
model1,162,features.10,70184,0.0,12-maxpool
model1,162,features.10,28621,0.0,12-maxpool
model1,162,features.10,93613,0.0,12-maxpool
model1,162,features.10,18409,0.0,12-maxpool
model1,162,features.10,30642,0.0,12-maxpool
model1,162,features.10,46048,0.0,12-maxpool
model1,162,features.10,70948,0.0,12-maxpool
model1,162,features.10,76254,0.0,12-maxpool
model1,162,features.10,25175,0.0,12-maxpool
model1,162,features.10,2763,0.0,12-maxpool
model1,162,features.10,86632,0.0045397934,12-maxpool
model1,162,features.10,44023,0.0,12-maxpool
model1,162,features.10,2642,0.0,12-maxpool
model1,162,features.10,27285,0.0,12-maxpool
model1,162,features.11,28894,0.0,13-other
model1,162,features.11,97664,0.0,13-other
model1,162,features.11,7169,0.0,13-other
model1,162,features.11,38223,0.0,13-other
model1,162,features.11,17783,0.0,13-other
model1,162,features.11,71727,0.0,13-other
model1,162,features.11,33212,0.0,13-other
model1,162,features.11,92002,0.0,13-other
model1,162,features.11,15385,0.0,13-other
model1,162,features.11,25810,0.0,13-other
model1,162,features.11,69446,0.0,13-other
model1,162,features.11,28617,0.0,13-other
model1,162,features.11,16500,0.0,13-other
model1,162,features.11,59907,0.0,13-other
model1,162,features.11,30288,0.0,13-other
model1,162,classifier,0,0.9193907,14-other
model1,162,classifier.0,78065,0.0,15-flatten
model1,162,classifier.0,82244,0.0,15-flatten
model1,162,classifier.0,71776,0.0,15-flatten
model1,162,classifier.0,49543,0.0,15-flatten
model1,162,classifier.0,43445,0.0,15-flatten
model1,162,classifier.0,84152,0.0,15-flatten
model1,162,classifier.0,86199,0.0,15-flatten
model1,162,classifier.0,24403,0.0,15-flatten
model1,162,classifier.0,40727,0.0,15-flatten
model1,162,classifier.0,18143,0.0,15-flatten
model1,162,classifier.0,75098,0.0,15-flatten
model1,162,classifier.0,95814,0.0,15-flatten
model1,162,classifier.0,15920,0.0,15-flatten
model1,162,classifier.0,84547,0.0,15-flatten
model1,162,classifier.0,89247,0.0,15-flatten
model1,162,classifier.1,404,0.0,16-linear
model1,162,classifier.1,480,0.0,16-linear
model1,162,classifier.1,327,0.0,16-linear
model1,162,classifier.1,260,0.0,16-linear
model1,162,classifier.1,93,0.0,16-linear
model1,162,classifier.1,194,0.0,16-linear
model1,162,classifier.1,240,0.0,16-linear
model1,162,classifier.1,197,0.0,16-linear
model1,162,classifier.1,431,0.0,16-linear
model1,162,classifier.1,119,0.0,16-linear
model1,162,classifier.1,132,2.3051198,16-linear
model1,162,classifier.1,98,0.0,16-linear
model1,162,classifier.1,304,0.0,16-linear
model1,162,classifier.1,65,0.0,16-linear
model1,162,classifier.1,430,0.0,16-linear
model1,162,classifier.2,467,0.0,17-relu
model1,162,classifier.2,456,0.0,17-relu
model1,162,classifier.2,126,0.0,17-relu
model1,162,classifier.2,333,0.0,17-relu
model1,162,classifier.2,374,0.0,17-relu
model1,162,classifier.2,245,0.0,17-relu
model1,162,classifier.2,189,0.0,17-relu
model1,162,classifier.2,122,0.0,17-relu
model1,162,classifier.2,323,0.0,17-relu
model1,162,classifier.2,156,0.0,17-relu
model1,162,classifier.2,336,0.0,17-relu
model1,162,classifier.2,258,0.0,17-relu
model1,162,classifier.2,358,0.0,17-relu
model1,162,classifier.2,254,0.0,17-relu
model1,162,classifier.2,290,0.0,17-relu
model1,162,classifier.3,343,2.0160325,18-dropout
model1,162,classifier.3,453,0.0,18-dropout
model1,162,classifier.3,431,0.0,18-dropout
model1,162,classifier.3,112,0.0,18-dropout
model1,162,classifier.3,263,0.0,18-dropout
model1,162,classifier.3,234,0.0,18-dropout
model1,162,classifier.3,146,0.0,18-dropout
model1,162,classifier.3,291,0.0,18-dropout
model1,162,classifier.3,269,0.0,18-dropout
model1,162,classifier.3,184,0.0,18-dropout
model1,162,classifier.3,124,0.38315675,18-dropout
model1,162,classifier.3,411,0.0,18-dropout
model1,162,classifier.3,238,0.0,18-dropout
model1,162,classifier.3,102,0.0,18-dropout
model1,162,classifier.3,329,0.0,18-dropout
model1,162,classifier.4,0,2.4340966,19-linear
model1,162,classifier.5,0,0.9193907,20-sigmoid
