model,data_idx,layer,neuron_idx,activation,layer_type
model1,132,features.2,181142,0.0,4-maxpool
model1,132,features.2,205930,0.11164475,4-maxpool
model1,132,features.2,351663,0.0,4-maxpool
model1,132,features.2,282330,0.0,4-maxpool
model1,132,features.2,39263,0.0,4-maxpool
model1,132,features.2,29596,0.0,4-maxpool
model1,132,features.2,140615,0.0,4-maxpool
model1,132,features.2,81593,0.0,4-maxpool
model1,132,features.2,181207,0.0,4-maxpool
model1,132,features.2,93113,0.0,4-maxpool
model1,132,features.2,170419,0.0,4-maxpool
model1,132,features.2,65846,0.0,4-maxpool
model1,132,features.2,382331,0.0,4-maxpool
model1,132,features.2,13148,0.053388722,4-maxpool
model1,132,features.2,327522,0.049329944,4-maxpool
model1,132,features.2,36685,0.06369931,4-maxpool
model1,132,features.2,7472,0.0,4-maxpool
model1,132,features.2,399994,0.0,4-maxpool
model1,132,features.2,190263,0.0,4-maxpool
model1,132,features.2,52874,0.0,4-maxpool
model1,132,features.2,23076,0.05677046,4-maxpool
model1,132,features.2,141369,0.0,4-maxpool
model1,132,features.2,341459,0.0,4-maxpool
model1,132,features.2,367962,0.0,4-maxpool
model1,132,features.2,183804,0.30091414,4-maxpool
model1,132,features.3,324423,0.0,5-other
model1,132,features.3,81737,0.0,5-other
model1,132,features.3,279260,0.0,5-other
model1,132,features.3,75015,0.0,5-other
model1,132,features.3,395501,0.0,5-other
model1,132,features.3,211546,0.0,5-other
model1,132,features.3,68245,0.0,5-other
model1,132,features.3,188579,0.0,5-other
model1,132,features.3,217991,0.0,5-other
model1,132,features.3,178515,0.0,5-other
model1,132,features.3,73885,0.0,5-other
model1,132,features.3,298542,0.0,5-other
model1,132,features.3,224815,0.0,5-other
model1,132,features.3,312436,0.0,5-other
model1,132,features.3,95225,0.0,5-other
model1,132,features.3,95394,0.0,5-other
model1,132,features.3,172776,0.0,5-other
model1,132,features.3,146719,0.0,5-other
model1,132,features.3,330046,0.10429607,5-other
model1,132,features.3,102216,0.0,5-other
model1,132,features.3,181027,0.0,5-other
model1,132,features.3,388792,0.10315552,5-other
model1,132,features.3,234505,0.0,5-other
model1,132,features.3,365237,0.021152418,5-other
model1,132,features.3,20039,0.013188443,5-other
model1,132,features.3,326146,0.0,5-other
model1,132,features.3,324737,0.0,5-other
model1,132,features.3,240086,0.0,5-other
model1,132,features.3,47036,0.0,5-other
model1,132,features.3,351577,0.0,5-other
model1,132,features.4,408601,0.0,6-conv
model1,132,features.4,164269,0.0,6-conv
model1,132,features.4,495064,0.0,6-conv
model1,132,features.4,210179,0.008135124,6-conv
model1,132,features.4,656962,0.0,6-conv
model1,132,features.4,12308,0.0,6-conv
model1,132,features.4,156045,0.0,6-conv
model1,132,features.4,111657,0.050239865,6-conv
model1,132,features.4,103057,0.045631595,6-conv
model1,132,features.4,506401,0.0,6-conv
model1,132,features.4,24518,0.0,6-conv
model1,132,features.4,242328,0.01428184,6-conv
model1,132,features.4,380148,0.0,6-conv
model1,132,features.4,188747,0.0,6-conv
model1,132,features.4,162001,0.0,6-conv
model1,132,features.4,549271,0.0,6-conv
model1,132,features.4,738333,0.029660659,6-conv
model1,132,features.4,90591,0.0,6-conv
model1,132,features.4,172119,0.11707306,6-conv
model1,132,features.4,395137,0.0,6-conv
model1,132,features.4,390468,0.0,6-conv
model1,132,features.4,18948,0.0,6-conv
model1,132,features.4,378543,0.0,6-conv
model1,132,features.4,231426,0.0,6-conv
model1,132,features.4,56316,0.0,6-conv
model1,132,features.4,739612,0.0731339,6-conv
model1,132,features.4,516246,0.0,6-conv
model1,132,features.4,369540,0.0,6-conv
model1,132,features.4,108114,0.0,6-conv
model1,132,features.4,260694,0.0,6-conv
model1,132,features.5,300479,0.0,7-relu
model1,132,features.5,494752,0.0,7-relu
model1,132,features.5,745934,0.0,7-relu
model1,132,features.5,166463,0.00086371816,7-relu
model1,132,features.5,613501,0.0,7-relu
model1,132,features.5,240816,0.00880409,7-relu
model1,132,features.5,247572,0.0,7-relu
model1,132,features.5,784972,0.0,7-relu
model1,132,features.5,587194,0.0,7-relu
model1,132,features.5,375184,0.008019712,7-relu
model1,132,features.5,179582,0.0,7-relu
model1,132,features.5,574775,0.0,7-relu
model1,132,features.5,118034,0.00069326756,7-relu
model1,132,features.5,454270,0.0,7-relu
model1,132,features.5,232916,0.021939998,7-relu
model1,132,features.5,146995,0.0,7-relu
model1,132,features.5,13127,0.0,7-relu
model1,132,features.5,585054,0.0,7-relu
model1,132,features.5,330373,0.058146477,7-relu
model1,132,features.5,254648,0.055357695,7-relu
model1,132,features.5,160169,0.0,7-relu
model1,132,features.5,181831,0.0,7-relu
model1,132,features.5,777430,0.0,7-relu
model1,132,features.5,235044,0.0,7-relu
model1,132,features.5,632608,0.0,7-relu
model1,132,features.5,52417,0.0,7-relu
model1,132,features.5,760122,0.0,7-relu
model1,132,features.5,149098,0.0,7-relu
model1,132,features.5,506555,0.0,7-relu
model1,132,features.5,700415,0.0,7-relu
model1,132,features.6,46927,0.0,8-maxpool
model1,132,features.6,51174,0.031865768,8-maxpool
model1,132,features.6,57029,0.0023359538,8-maxpool
model1,132,features.6,77975,0.13549386,8-maxpool
model1,132,features.6,138223,0.0,8-maxpool
model1,132,features.6,124632,0.0,8-maxpool
model1,132,features.6,69076,0.0029828853,8-maxpool
model1,132,features.6,114561,0.0,8-maxpool
model1,132,features.6,107779,0.0,8-maxpool
model1,132,features.6,14969,0.0,8-maxpool
model1,132,features.6,77921,0.0072161527,8-maxpool
model1,132,features.6,108744,0.0,8-maxpool
model1,132,features.6,127866,0.0,8-maxpool
model1,132,features.6,162929,0.103745736,8-maxpool
model1,132,features.6,101484,0.0,8-maxpool
model1,132,features.6,53516,0.0,8-maxpool
model1,132,features.6,21446,0.0,8-maxpool
model1,132,features.6,124953,0.0,8-maxpool
model1,132,features.6,76645,0.0,8-maxpool
model1,132,features.6,70326,0.039808698,8-maxpool
model1,132,features.6,183299,0.098478206,8-maxpool
model1,132,features.6,99822,0.15811504,8-maxpool
model1,132,features.6,120926,0.0292468,8-maxpool
model1,132,features.6,45066,0.008531396,8-maxpool
model1,132,features.6,150745,0.0,8-maxpool
model1,132,features.6,9911,0.0,8-maxpool
model1,132,features.6,131058,0.0,8-maxpool
model1,132,features.6,162299,0.11831472,8-maxpool
model1,132,features.6,127210,0.0,8-maxpool
model1,132,features.6,107598,0.0,8-maxpool
model1,132,features.7,140486,0.035512757,9-other
model1,132,features.7,86887,0.05106458,9-other
model1,132,features.7,34778,0.0,9-other
model1,132,features.7,85439,0.038662452,9-other
model1,132,features.7,80843,0.14826086,9-other
model1,132,features.7,177766,0.2591358,9-other
model1,132,features.7,191613,0.0,9-other
model1,132,features.7,30232,0.0,9-other
model1,132,features.7,11396,0.0,9-other
model1,132,features.7,7428,0.0,9-other
model1,132,features.7,160553,0.08093307,9-other
model1,132,features.7,69388,0.0077828243,9-other
model1,132,features.7,196167,0.0,9-other
model1,132,features.7,154739,0.007805593,9-other
model1,132,features.7,173795,0.0,9-other
model1,132,features.7,174856,0.0,9-other
model1,132,features.7,165416,0.0,9-other
model1,132,features.7,18186,0.0,9-other
model1,132,features.7,145967,0.0,9-other
model1,132,features.7,105435,0.0,9-other
model1,132,features.7,186098,0.0,9-other
model1,132,features.7,35111,0.0,9-other
model1,132,features.7,174631,0.0,9-other
model1,132,features.7,130736,0.0,9-other
model1,132,features.7,119450,0.0,9-other
model1,132,features.7,25322,0.039645176,9-other
model1,132,features.7,73128,0.0,9-other
model1,132,features.7,20170,0.0,9-other
model1,132,features.7,105696,0.0,9-other
model1,132,features.7,92166,0.037539706,9-other
model1,132,features.8,58715,0.0,10-conv
model1,132,features.8,351842,0.0,10-conv
model1,132,features.8,178578,0.0,10-conv
model1,132,features.8,118455,0.0,10-conv
model1,132,features.8,269572,0.0,10-conv
model1,132,features.8,35560,0.0,10-conv
model1,132,features.8,222339,0.0,10-conv
model1,132,features.8,10466,0.0,10-conv
model1,132,features.8,255987,0.0,10-conv
model1,132,features.8,233516,0.0,10-conv
model1,132,features.8,74119,0.0,10-conv
model1,132,features.8,83849,0.0,10-conv
model1,132,features.8,54655,0.0,10-conv
model1,132,features.8,136307,0.0,10-conv
model1,132,features.8,150426,0.0,10-conv
model1,132,features.8,79540,0.0,10-conv
model1,132,features.8,201685,0.0,10-conv
model1,132,features.8,146490,0.0,10-conv
model1,132,features.8,26951,0.0,10-conv
model1,132,features.8,48936,0.0,10-conv
model1,132,features.8,269973,0.0,10-conv
model1,132,features.8,325628,0.0,10-conv
model1,132,features.8,311493,0.0,10-conv
model1,132,features.8,111544,0.0,10-conv
model1,132,features.8,327119,0.0,10-conv
model1,132,features.8,162021,0.0,10-conv
model1,132,features.8,86340,0.0,10-conv
model1,132,features.8,340192,0.0,10-conv
model1,132,features.8,114863,0.0,10-conv
model1,132,features.8,119832,0.0,10-conv
model1,132,features.9,36296,0.0,11-relu
model1,132,features.9,108287,0.0,11-relu
model1,132,features.9,292552,0.0,11-relu
model1,132,features.9,133684,0.0,11-relu
model1,132,features.9,274201,0.0,11-relu
model1,132,features.9,342114,0.0,11-relu
model1,132,features.9,253068,0.0,11-relu
model1,132,features.9,102999,0.0,11-relu
model1,132,features.9,188551,0.0,11-relu
model1,132,features.9,305932,0.0,11-relu
model1,132,features.9,253079,0.0,11-relu
model1,132,features.9,54786,0.0,11-relu
model1,132,features.9,37743,0.0,11-relu
model1,132,features.9,140433,0.0,11-relu
model1,132,features.9,118366,0.0,11-relu
model1,132,features.9,128481,0.0,11-relu
model1,132,features.9,138789,0.0,11-relu
model1,132,features.9,335427,0.0,11-relu
model1,132,features.9,366724,0.0,11-relu
model1,132,features.9,187446,0.0,11-relu
model1,132,features.9,226010,0.0,11-relu
model1,132,features.9,74468,0.0,11-relu
model1,132,features.9,50649,0.0,11-relu
model1,132,features.9,316482,0.0,11-relu
model1,132,features.9,245508,0.0,11-relu
model1,132,features.9,182753,0.0,11-relu
model1,132,features.9,83904,0.0,11-relu
model1,132,features.9,31648,0.0,11-relu
model1,132,features.9,21908,0.0,11-relu
model1,132,features.9,63934,0.0,11-relu
model1,132,features.10,76535,0.0,12-maxpool
model1,132,features.10,62886,0.0,12-maxpool
model1,132,features.10,37010,0.0,12-maxpool
model1,132,features.10,18356,0.0,12-maxpool
model1,132,features.10,47737,0.0,12-maxpool
model1,132,features.10,49662,0.0,12-maxpool
model1,132,features.10,37701,0.0,12-maxpool
model1,132,features.10,10554,0.0,12-maxpool
model1,132,features.10,78938,0.0,12-maxpool
model1,132,features.10,19576,0.0,12-maxpool
model1,132,features.10,3322,0.0,12-maxpool
model1,132,features.10,4195,0.0,12-maxpool
model1,132,features.10,57434,0.0,12-maxpool
model1,132,features.10,27506,0.0,12-maxpool
model1,132,features.10,24015,0.0,12-maxpool
model1,132,features.10,35257,0.0,12-maxpool
model1,132,features.10,71425,0.0,12-maxpool
model1,132,features.10,80743,0.0,12-maxpool
model1,132,features.10,56507,0.0,12-maxpool
model1,132,features.10,56926,0.0,12-maxpool
model1,132,features.10,49091,0.0,12-maxpool
model1,132,features.10,67765,0.0,12-maxpool
model1,132,features.10,37768,0.0,12-maxpool
model1,132,features.10,13222,0.0,12-maxpool
model1,132,features.10,54889,0.040426187,12-maxpool
model1,132,features.10,43463,0.0,12-maxpool
model1,132,features.10,52601,0.0,12-maxpool
model1,132,features.10,72004,0.0,12-maxpool
model1,132,features.10,90367,0.0,12-maxpool
model1,132,features.10,50796,0.0,12-maxpool
model1,132,features.11,91870,0.0,13-other
model1,132,features.11,16362,0.0,13-other
model1,132,features.11,99778,0.0,13-other
model1,132,features.11,15453,0.0,13-other
model1,132,features.11,48769,0.0,13-other
model1,132,features.11,17586,0.0,13-other
model1,132,features.11,61806,0.0,13-other
model1,132,features.11,87494,0.0,13-other
model1,132,features.11,72259,0.0,13-other
model1,132,features.11,94594,0.0,13-other
model1,132,features.11,70749,0.0,13-other
model1,132,features.11,84061,0.0,13-other
model1,132,features.11,83393,0.0,13-other
model1,132,features.11,9756,0.0,13-other
model1,132,features.11,72021,0.0,13-other
model1,132,features.11,57808,0.0,13-other
model1,132,features.11,22542,0.0,13-other
model1,132,features.11,45489,0.0,13-other
model1,132,features.11,44325,0.0,13-other
model1,132,features.11,1193,0.0,13-other
model1,132,features.11,58672,0.0,13-other
model1,132,features.11,59167,0.0,13-other
model1,132,features.11,85517,0.0,13-other
model1,132,features.11,35405,0.0,13-other
model1,132,features.11,9469,0.0,13-other
model1,132,features.11,79620,0.0,13-other
model1,132,features.11,38512,0.0,13-other
model1,132,features.11,30182,0.0,13-other
model1,132,features.11,24462,0.0,13-other
model1,132,features.11,68047,0.0,13-other
model1,132,classifier,0,0.73339045,14-other
model1,132,classifier.0,77368,0.0,15-flatten
model1,132,classifier.0,35744,0.0,15-flatten
model1,132,classifier.0,40452,0.0,15-flatten
model1,132,classifier.0,38784,0.0,15-flatten
model1,132,classifier.0,8839,0.0,15-flatten
model1,132,classifier.0,65151,0.0,15-flatten
model1,132,classifier.0,94997,0.0,15-flatten
model1,132,classifier.0,36150,0.0,15-flatten
model1,132,classifier.0,58939,0.0,15-flatten
model1,132,classifier.0,17579,0.0,15-flatten
model1,132,classifier.0,91479,0.0,15-flatten
model1,132,classifier.0,74130,0.0,15-flatten
model1,132,classifier.0,90214,0.0,15-flatten
model1,132,classifier.0,16826,0.0,15-flatten
model1,132,classifier.0,89056,0.0,15-flatten
model1,132,classifier.0,59425,0.0,15-flatten
model1,132,classifier.0,78106,0.0,15-flatten
model1,132,classifier.0,240,0.0,15-flatten
model1,132,classifier.0,25225,0.0,15-flatten
model1,132,classifier.0,68662,0.0,15-flatten
model1,132,classifier.0,79311,0.0,15-flatten
model1,132,classifier.0,75091,0.0,15-flatten
model1,132,classifier.0,17525,0.0,15-flatten
model1,132,classifier.0,54349,0.0,15-flatten
model1,132,classifier.0,55536,0.20276062,15-flatten
model1,132,classifier.0,62715,0.0,15-flatten
model1,132,classifier.0,64010,0.0,15-flatten
model1,132,classifier.0,16096,0.0,15-flatten
model1,132,classifier.0,2310,0.0,15-flatten
model1,132,classifier.0,82474,0.0,15-flatten
model1,132,classifier.1,55,0.0,16-linear
model1,132,classifier.1,85,0.0,16-linear
model1,132,classifier.1,96,0.97964716,16-linear
model1,132,classifier.1,146,0.0,16-linear
model1,132,classifier.1,120,0.0,16-linear
model1,132,classifier.1,119,0.0,16-linear
model1,132,classifier.1,86,0.0,16-linear
model1,132,classifier.1,401,0.0,16-linear
model1,132,classifier.1,273,0.0,16-linear
model1,132,classifier.1,454,0.0,16-linear
model1,132,classifier.1,38,0.0,16-linear
model1,132,classifier.1,140,0.0,16-linear
model1,132,classifier.1,434,0.0,16-linear
model1,132,classifier.1,296,0.0,16-linear
model1,132,classifier.1,307,0.0,16-linear
model1,132,classifier.1,282,0.0,16-linear
model1,132,classifier.1,256,0.0,16-linear
model1,132,classifier.1,495,0.0,16-linear
model1,132,classifier.1,215,0.0,16-linear
model1,132,classifier.1,511,0.0,16-linear
model1,132,classifier.1,29,0.69235533,16-linear
model1,132,classifier.1,375,0.0,16-linear
model1,132,classifier.1,389,0.0,16-linear
model1,132,classifier.1,448,0.0,16-linear
model1,132,classifier.1,22,0.0,16-linear
model1,132,classifier.1,232,0.0,16-linear
model1,132,classifier.1,18,0.0,16-linear
model1,132,classifier.1,65,0.0,16-linear
model1,132,classifier.1,2,0.0,16-linear
model1,132,classifier.1,444,0.0,16-linear
model1,132,classifier.2,453,0.0,17-relu
model1,132,classifier.2,474,0.0,17-relu
model1,132,classifier.2,210,0.0,17-relu
model1,132,classifier.2,96,0.97964716,17-relu
model1,132,classifier.2,256,0.0,17-relu
model1,132,classifier.2,108,0.4232241,17-relu
model1,132,classifier.2,105,0.06220579,17-relu
model1,132,classifier.2,248,0.0,17-relu
model1,132,classifier.2,180,0.0,17-relu
model1,132,classifier.2,109,0.0,17-relu
model1,132,classifier.2,400,0.0,17-relu
model1,132,classifier.2,272,0.0,17-relu
model1,132,classifier.2,335,0.0,17-relu
model1,132,classifier.2,119,0.0,17-relu
model1,132,classifier.2,132,0.0,17-relu
model1,132,classifier.2,110,0.0,17-relu
model1,132,classifier.2,84,0.0,17-relu
model1,132,classifier.2,43,0.0,17-relu
model1,132,classifier.2,395,0.0,17-relu
model1,132,classifier.2,366,0.0,17-relu
model1,132,classifier.2,289,0.0,17-relu
model1,132,classifier.2,486,0.0,17-relu
model1,132,classifier.2,349,0.0,17-relu
model1,132,classifier.2,328,0.0,17-relu
model1,132,classifier.2,9,0.18073912,17-relu
model1,132,classifier.2,249,0.10644893,17-relu
model1,132,classifier.2,134,0.0,17-relu
model1,132,classifier.2,172,0.0,17-relu
model1,132,classifier.2,247,0.0,17-relu
model1,132,classifier.2,130,0.8738391,17-relu
model1,132,classifier.3,217,0.0,18-dropout
model1,132,classifier.3,111,0.0,18-dropout
model1,132,classifier.3,75,0.0,18-dropout
model1,132,classifier.3,255,0.0,18-dropout
model1,132,classifier.3,336,0.0,18-dropout
model1,132,classifier.3,119,0.0,18-dropout
model1,132,classifier.3,304,0.0,18-dropout
model1,132,classifier.3,80,0.0,18-dropout
model1,132,classifier.3,439,0.0,18-dropout
model1,132,classifier.3,349,0.0,18-dropout
model1,132,classifier.3,387,0.0,18-dropout
model1,132,classifier.3,449,0.0,18-dropout
model1,132,classifier.3,494,0.0,18-dropout
model1,132,classifier.3,2,0.0,18-dropout
model1,132,classifier.3,369,0.0,18-dropout
model1,132,classifier.3,500,0.0,18-dropout
model1,132,classifier.3,177,0.0,18-dropout
model1,132,classifier.3,444,0.0,18-dropout
model1,132,classifier.3,37,0.0,18-dropout
model1,132,classifier.3,319,0.5673237,18-dropout
model1,132,classifier.3,175,0.0,18-dropout
model1,132,classifier.3,81,0.0,18-dropout
model1,132,classifier.3,373,0.0,18-dropout
model1,132,classifier.3,14,0.0,18-dropout
model1,132,classifier.3,318,0.0,18-dropout
model1,132,classifier.3,67,0.0,18-dropout
model1,132,classifier.3,108,0.4232241,18-dropout
model1,132,classifier.3,188,0.0,18-dropout
model1,132,classifier.3,26,0.0,18-dropout
model1,132,classifier.3,88,0.38562676,18-dropout
model1,132,classifier.4,0,1.011893,19-linear
model1,132,classifier.5,0,0.73339045,20-sigmoid
