model,data_idx,layer,neuron_idx,activation,layer_type
model2,134,,0,0.62713605,0-other
model2,134,features,80051,0.0,1-other
model2,134,features,39885,0.0,1-other
model2,134,features,8231,0.0,1-other
model2,134,features,92330,0.0,1-other
model2,134,features,39983,0.0,1-other
model2,134,features.0,1063243,0.0,2-conv
model2,134,features.0,1178922,0.0,2-conv
model2,134,features.0,51654,0.03799289,2-conv
model2,134,features.0,189832,0.0,2-conv
model2,134,features.0,1086901,0.0,2-conv
model2,134,features.1,801466,0.0,3-relu
model2,134,features.1,1306072,0.0,3-relu
model2,134,features.1,1056046,0.0,3-relu
model2,134,features.1,1164119,0.0,3-relu
model2,134,features.1,1272782,0.0,3-relu
model2,134,features.2,239478,0.0,4-maxpool
model2,134,features.2,318353,0.0,4-maxpool
model2,134,features.2,189456,0.0,4-maxpool
model2,134,features.2,350534,0.0,4-maxpool
model2,134,features.2,29306,0.0,4-maxpool
model2,134,features.3,168024,0.0,5-other
model2,134,features.3,132562,0.0,5-other
model2,134,features.3,74602,0.0,5-other
model2,134,features.3,26630,0.0,5-other
model2,134,features.3,376143,0.0,5-other
model2,134,features.4,174947,0.0035853393,6-conv
model2,134,features.4,139633,0.0025327173,6-conv
model2,134,features.4,281151,0.03451261,6-conv
model2,134,features.4,621091,0.0,6-conv
model2,134,features.4,624412,0.0,6-conv
model2,134,features.5,768134,0.0,7-relu
model2,134,features.5,634389,0.0,7-relu
model2,134,features.5,183777,0.00014456094,7-relu
model2,134,features.5,385177,0.0,7-relu
model2,134,features.5,414956,0.0,7-relu
model2,134,features.6,4345,0.0,8-maxpool
model2,134,features.6,142920,0.024514021,8-maxpool
model2,134,features.6,9597,0.0,8-maxpool
model2,134,features.6,99685,0.0,8-maxpool
model2,134,features.6,8439,0.0,8-maxpool
model2,134,features.7,181672,0.0,9-other
model2,134,features.7,55277,0.0,9-other
model2,134,features.7,60603,0.014874154,9-other
model2,134,features.7,136462,0.0,9-other
model2,134,features.7,21534,0.0,9-other
model2,134,features.8,143995,0.0,10-conv
model2,134,features.8,198318,0.0,10-conv
model2,134,features.8,178104,0.0,10-conv
model2,134,features.8,396357,0.0,10-conv
model2,134,features.8,214135,0.0,10-conv
model2,134,features.9,326070,0.0,11-relu
model2,134,features.9,302110,0.0,11-relu
model2,134,features.9,212919,0.0,11-relu
model2,134,features.9,80539,0.0,11-relu
model2,134,features.9,158103,0.0,11-relu
model2,134,features.10,14298,0.0,12-maxpool
model2,134,features.10,89849,0.0,12-maxpool
model2,134,features.10,88291,0.0,12-maxpool
model2,134,features.10,13951,0.0,12-maxpool
model2,134,features.10,29165,0.017863737,12-maxpool
model2,134,features.11,36867,0.0,13-other
model2,134,features.11,21597,0.0,13-other
model2,134,features.11,94756,0.0,13-other
model2,134,features.11,77994,0.0,13-other
model2,134,features.11,92252,0.0,13-other
model2,134,classifier,0,0.62713605,14-other
model2,134,classifier.0,95097,0.0,15-flatten
model2,134,classifier.0,43984,0.0,15-flatten
model2,134,classifier.0,57435,0.0,15-flatten
model2,134,classifier.0,61119,0.0,15-flatten
model2,134,classifier.0,65497,0.0,15-flatten
model2,134,classifier.1,218,0.0,16-linear
model2,134,classifier.1,43,0.0,16-linear
model2,134,classifier.1,12,0.0,16-linear
model2,134,classifier.1,246,0.0,16-linear
model2,134,classifier.1,431,0.0,16-linear
model2,134,classifier.2,486,0.0,17-relu
model2,134,classifier.2,269,0.0,17-relu
model2,134,classifier.2,466,0.0,17-relu
model2,134,classifier.2,104,0.0,17-relu
model2,134,classifier.2,226,0.0,17-relu
model2,134,classifier.3,158,0.0,18-dropout
model2,134,classifier.3,299,0.0,18-dropout
model2,134,classifier.3,278,0.0,18-dropout
model2,134,classifier.3,212,0.0,18-dropout
model2,134,classifier.3,375,0.63242096,18-dropout
model2,134,classifier.4,0,0.5199498,19-linear
model2,134,classifier.5,0,0.62713605,20-sigmoid
