sample_idx,reconstruction_idx,fc1_min_abs_diff,fc1_mean_abs_diff,fc1_max_abs_diff,fc2_min_abs_diff,fc2_mean_abs_diff,fc2_max_abs_diff,fc3_min_abs_diff,fc3_mean_abs_diff,fc3_max_abs_diff,all_layers_max_diff,all_layers_min_of_max
26,1,0.0011467933654785156,0.174076110124588,0.5692691802978516,0.0017082691192626953,0.08402828127145767,0.20604145526885986,0.005832195281982422,0.01929660700261593,0.031086087226867676,0.5692691802978516,0.031086087226867676
26,2,0.037855178117752075,0.579042911529541,1.5004546642303467,0.0035037994384765625,0.193831205368042,0.4940258264541626,0.004867076873779297,0.011132319457828999,0.015343904495239258,1.5004546642303467,0.015343904495239258
26,3,0.016021430492401123,0.36440563201904297,1.3356351852416992,0.005639970302581787,0.12998712062835693,0.30760931968688965,0.044632911682128906,0.0653756856918335,0.07715487480163574,1.3356351852416992,0.07715487480163574
26,4,0.006439328193664551,0.42919665575027466,1.1601462364196777,0.007348895072937012,0.20345446467399597,0.5706853270530701,0.1708202362060547,0.25913146138191223,0.36998605728149414,1.1601462364196777,0.36998605728149414
27,0,4.76837158203125e-06,0.43209412693977356,1.1668683290481567,0.0114365816116333,0.26222914457321167,0.6970961093902588,0.0195695161819458,0.03802216053009033,0.047711849212646484,1.1668683290481567,0.047711849212646484
27,1,0.0015267133712768555,0.2322140336036682,0.6921693086624146,0.001543879508972168,0.13036464154720306,0.35404306650161743,0.07089734077453613,0.08931878954172134,0.10423946380615234,0.6921693086624146,0.10423946380615234
27,2,0.0007546544075012207,0.5195011496543884,1.4675400257110596,0.004190564155578613,0.3219934403896332,0.8738752603530884,0.013086199760437012,0.042128127068281174,0.06037116050720215,1.4675400257110596,0.06037116050720215
27,3,0.014623761177062988,0.361704021692276,1.0550642013549805,0.01582944393157959,0.18403856456279755,0.5152406692504883,0.027562618255615234,0.03748146817088127,0.048978328704833984,1.0550642013549805,0.048978328704833984
27,4,0.030031919479370117,0.47916722297668457,1.4609438180923462,0.00923013687133789,0.2457331269979477,0.6083292365074158,0.013220429420471191,0.02796979807317257,0.036080360412597656,1.4609438180923462,0.036080360412597656
28,0,0.0007334053516387939,0.4798049330711365,1.2724685668945312,0.015472650527954102,0.17918969690799713,0.5301628112792969,0.08435440063476562,0.11227599531412125,0.13148260116577148,1.2724685668945312,0.13148260116577148
28,1,0.005588173866271973,0.11213617026805878,0.32631129026412964,0.000593721866607666,0.062169719487428665,0.17392121255397797,0.026093006134033203,0.03087671659886837,0.03631591796875,0.32631129026412964,0.03631591796875
28,2,0.016385555267333984,0.5279726386070251,1.3599038124084473,0.03345918655395508,0.399197518825531,1.1498234272003174,0.004017829895019531,0.033347051590681076,0.06796550750732422,1.3599038124084473,0.06796550750732422
28,3,0.0016793012619018555,0.4897351861000061,1.4634002447128296,0.002745389938354492,0.26826658844947815,0.6453954577445984,0.07619857788085938,0.14896471798419952,0.22715282440185547,1.4634002447128296,0.22715282440185547
28,4,0.0053525567054748535,0.40071406960487366,1.4893537759780884,0.04056526720523834,0.21745134890079498,0.5141575336456299,0.023978710174560547,0.04376959800720215,0.05958104133605957,1.4893537759780884,0.05958104133605957
29,0,0.01594334840774536,0.5736281871795654,2.049609422683716,0.027879416942596436,0.25962966680526733,0.8882996439933777,0.03837180137634277,0.06617625802755356,0.11127328872680664,2.049609422683716,0.11127328872680664
29,1,0.014439940452575684,1.1578809022903442,4.369575023651123,0.002642810344696045,0.34710049629211426,1.1760846376419067,0.014656543731689453,0.019897302612662315,0.024249553680419922,4.369575023651123,0.024249553680419922
29,2,0.03112959861755371,1.3229522705078125,3.6508450508117676,0.017017364501953125,0.33243367075920105,1.0573995113372803,0.005872130393981934,0.014521400444209576,0.02876114845275879,3.6508450508117676,0.02876114845275879
29,3,0.003371596336364746,0.29049429297447205,0.776330828666687,0.007066965103149414,0.15425272285938263,0.43695688247680664,0.044680118560791016,0.0586499385535717,0.08060050010681152,0.776330828666687,0.08060050010681152
